0.89,"{'5000.0': [array([ 1.,  1.,  1., ...,  0.,  0.,  0.]), 1.9938664362486056e-20, 0.0, 4.12, 1.166666666666667], '3000.0': [array([ 1.,  1.,  1., ...,  0.,  0.,  0.]), 2.2944611321038927e-20, 4.9756666666666667e-24, 4.166666666666666, 1.166666666666667], '1000.0': [array([ 1.,  1.,  1., ...,  0.,  0.,  0.]), 2.3213531727668921e-20, 9.0466666666666668e-25, 3.749999999999999, 1.1], '4500.0': [array([ 1.,  1.,  1., ...,  0.,  0.,  0.]), 2.0412668156030455e-20, 0.0, 3.8166666666666664, 1.0666666666666667], '3500.0': [array([ 1.,  1.,  1., ...,  0.,  0.,  0.]), 1.8387405402705971e-20, 1.6434777777777782e-23, 4.296666666666666, 1.466666666666667], '2500.0': [array([ 1.,  1.,  1., ...,  0.,  0.,  0.]), 2.216605560244406e-20, 3.0155555555555556e-25, 4.036666666666667, 1.2000000000000002], '2000.0': [array([ 1.,  1.,  1., ...,  0.,  0.,  0.]), 2.1093311558759604e-20, 0.0, 3.9333333333333336, 1.1666666666666667], '4000.0': [array([ 1.,  1.,  1., ...,  0.,  0.,  0.]), 2.0820516567962198e-20, 1.3569999999999998e-24, 3.996666666666666, 1.2666666666666668], '1500.0': [array([ 1.,  1.,  1., ...,  0.,  0.,  0.]), 2.3554598054595967e-20, 5.7295555555555549e-24, 4.16, 1.3000000000000005], '500.0': [array([ 1.,  1.,  1., ...,  0.,  0.,  0.]), 2.7608886661213128e-20, 8.8958888888888905e-24, 3.916666666666666, 1.2666666666666673]}"
1.0,"{'5000.0': [array([ 1.,  1.,  1., ...,  0.,  0.,  0.]), 2.4768803163581484e-20, 2.0225653115711433e-24, 3.873333333333333, 1.2000000000000004], '3000.0': [array([ 1.,  1.,  1., ...,  0.,  0.,  0.]), 2.10270621687611e-20, 1.2062222222222222e-24, 4.006666666666666, 1.1], '1000.0': [array([ 1.,  1.,  1., ...,  0.,  0.,  0.]), 2.2311746778613512e-20, 0.0, 3.8833333333333333, 1.1], '4500.0': [array([ 1.,  1.,  1., ...,  0.,  0.,  0.]), 1.9396432294524414e-20, 0.0, 3.813333333333333, 1.0333333333333332], '3500.0': [array([ 1.,  1.,  1., ...,  0.,  0.,  0.]), 1.9861408197538684e-20, 0.0, 4.086666666666668, 1.2000000000000002], '2500.0': [array([ 1.,  1.,  1., ...,  0.,  0.,  0.]), 2.2260299124539265e-20, 0.0, 3.673333333333334, 1.0666666666666667], '2000.0': [array([ 1.,  1.,  1., ...,  0.,  0.,  0.]), 2.4260765072106999e-20, 0.0, 3.95, 1.1333333333333335], '4000.0': [array([ 1.,  1.,  1., ...,  0.,  0.,  0.]), 2.0381190090939344e-20, 9.0466666666666668e-25, 4.193333333333333, 1.1666666666666667], '1500.0': [array([ 1.,  1.,  1., ...,  0.,  0.,  0.]), 2.7168578990994729e-20, 0.0, 4.023333333333333, 1.0666666666666667], '500.0': [array([ 1.,  1.,  1., ...,  0.,  0.,  0.]), 3.4666551835778085e-20, 4.9756666666666667e-24, 3.833333333333333, 1.1333333333333335]}"
0.0,"{'5000.0': [array([ 1.,  1.,  1., ...,  0.,  0.,  0.]), 7.3025121356826933e-21, 1.2010483468506794e-23, 5.053333333333333, 1.8333333333333337], '3000.0': [array([ 1.,  1.,  1., ...,  0.,  0.,  0.]), 7.3746938950806898e-21, 7.6420056867248743e-23, 5.589999999999999, 2.6333333333333337], '1000.0': [array([ 1.,  1.,  1., ...,  0.,  0.,  0.]), 1.0266033994040359e-20, 1.2689222493318824e-22, 5.873333333333334, 2.566666666666667], '4500.0': [array([ 1.,  1.,  1., ...,  0.,  0.,  0.]), 7.2178323517289258e-21, 2.3492411173884373e-23, 5.513333333333333, 2.4333333333333345], '3500.0': [array([ 1.,  1.,  1., ...,  0.,  0.,  0.]), 8.244046679557256e-21, 1.7239823975818456e-23, 5.219999999999999, 2.0333333333333337], '2500.0': [array([ 1.,  1.,  1., ...,  0.,  0.,  0.]), 7.575600664659449e-21, 2.6792982654105126e-23, 5.666666666666667, 2.333333333333334], '2000.0': [array([ 1.,  1.,  1., ...,  0.,  0.,  0.]), 8.3060903265704225e-21, 1.1600244369219713e-22, 5.7, 2.533333333333333], '4000.0': [array([ 1.,  1.,  1., ...,  0.,  0.,  0.]), 7.0809198608572351e-21, 1.6932570087318027e-22, 5.473333333333333, 2.6000000000000014], '1500.0': [array([ 1.,  1.,  1., ...,  0.,  0.,  0.]), 8.465143507694057e-21, 6.0540573976116332e-23, 5.1499999999999995, 2.1], '500.0': [array([ 1.,  1.,  1., ...,  0.,  0.,  0.]), 1.2880651168484507e-20, 1.5836060541029938e-22, 5.420000000000001, 2.333333333333334]}"
0.33,"{'5000.0': [array([ 1.,  1.,  1., ...,  0.,  0.,  0.]), 1.8477310189666126e-20, 2.5632222222222223e-24, 4.449999999999999, 1.5333333333333337], '3000.0': [array([ 1.,  1.,  1., ...,  0.,  0.,  0.]), 1.7085084771196272e-20, 3.8318986449044766e-24, 4.3100000000000005, 1.3333333333333337], '1000.0': [array([ 1.,  1.,  1., ...,  0.,  0.,  0.]), 2.2229662914710078e-20, 3.0155555555555556e-25, 4.183333333333333, 1.2333333333333336], '4500.0': [array([ 1.,  1.,  1., ...,  0.,  0.,  0.]), 1.9170631886226855e-20, 6.1257116518049602e-24, 4.643333333333333, 1.3000000000000003], '3500.0': [array([ 1.,  1.,  1., ...,  0.,  0.,  0.]), 1.829026278963513e-20, 1.9601111111111111e-24, 4.430000000000002, 1.4666666666666668], '2500.0': [array([ 1.,  1.,  1., ...,  0.,  0.,  0.]), 1.7494113066788664e-20, 4.5310179940553177e-23, 4.36, 1.4666666666666675], '2000.0': [array([ 1.,  1.,  1., ...,  0.,  0.,  0.]), 2.0328189338027809e-20, 2.4576777777777782e-23, 4.183333333333333, 1.266666666666667], '4000.0': [array([ 1.,  1.,  1., ...,  0.,  0.,  0.]), 1.675065432978693e-20, 1.2039248280862997e-23, 4.323333333333332, 1.3000000000000005], '1500.0': [array([ 1.,  1.,  1., ...,  0.,  0.,  0.]), 2.1917158621031489e-20, 3.0155555555555556e-25, 4.336666666666667, 1.2333333333333336], '500.0': [array([ 1.,  1.,  1., ...,  0.,  0.,  0.]), 2.6481569043773454e-20, 0.0, 4.3066666666666675, 1.1333333333333335]}"
0.22,"{'5000.0': [array([ 1.,  1.,  1., ...,  0.,  0.,  0.]), 1.3646206261857869e-20, 2.5632222222222223e-24, 4.743333333333333, 1.466666666666667], '3000.0': [array([ 1.,  1.,  1., ...,  0.,  0.,  0.]), 1.7342505512184299e-20, 2.8647777777777782e-24, 4.3933333333333335, 1.4333333333333338], '1000.0': [array([ 1.,  1.,  1., ...,  0.,  0.,  0.]), 1.8907072859028867e-20, 2.2812144711430467e-23, 4.583333333333334, 1.4333333333333338], '4500.0': [array([ 1.,  1.,  1., ...,  0.,  0.,  0.]), 1.3352499663641134e-20, 8.5060097560155878e-24, 5.076666666666666, 1.8000000000000005], '3500.0': [array([ 1.,  1.,  1., ...,  0.,  0.,  0.]), 1.6325028694072506e-20, 8.5381560962494047e-24, 4.380000000000001, 1.4000000000000008], '2500.0': [array([ 1.,  1.,  1., ...,  0.,  0.,  0.]), 1.488881838264876e-20, 6.7850000000000001e-24, 4.793333333333333, 1.5000000000000007], '2000.0': [array([ 1.,  1.,  1., ...,  0.,  0.,  0.]), 1.6722429001909536e-20, 1.0554444444444445e-23, 4.7733333333333325, 1.5000000000000007], '4000.0': [array([ 1.,  1.,  1., ...,  0.,  0.,  0.]), 1.6168990125789476e-20, 1.1734797289808953e-23, 4.996666666666668, 1.8666666666666674], '1500.0': [array([ 1.,  1.,  1., ...,  0.,  0.,  0.]), 1.5974063820691384e-20, 1.0868553926752208e-23, 4.619999999999999, 1.5666666666666673], '500.0': [array([ 1.,  1.,  1., ...,  0.,  0.,  0.]), 2.6853179626023968e-20, 1.6988109376521624e-22, 4.723333333333334, 1.633333333333334]}"
0.11,"{'5000.0': [array([ 1.,  1.,  1., ...,  0.,  0.,  0.]), 1.2470009332260532e-20, 8.8548655819180686e-24, 5.013333333333332, 1.9000000000000008], '3000.0': [array([ 1.,  1.,  1., ...,  0.,  0.,  0.]), 1.306535758915496e-20, 2.4061922438940736e-23, 5.2633333333333345, 1.9333333333333342], '1000.0': [array([ 1.,  1.,  1., ...,  0.,  0.,  0.]), 1.7524294651856199e-20, 4.6590333333333341e-23, 5.126666666666665, 1.733333333333334], '4500.0': [array([ 1.,  1.,  1., ...,  0.,  0.,  0.]), 1.1296921739885193e-20, 1.0868880538356048e-23, 5.040000000000001, 1.833333333333334], '3500.0': [array([ 1.,  1.,  1., ...,  0.,  0.,  0.]), 1.2634762099641063e-20, 4.5233333333333334e-24, 4.7666666666666675, 1.733333333333334], '2500.0': [array([ 1.,  1.,  1., ...,  0.,  0.,  0.]), 1.2347989577839243e-20, 3.6885757152547903e-23, 5.333333333333334, 1.9666666666666675], '2000.0': [array([ 1.,  1.,  1., ...,  0.,  0.,  0.]), 1.2113874539378779e-20, 1.6684594579617908e-23, 4.92, 1.9000000000000008], '4000.0': [array([ 1.,  1.,  1., ...,  0.,  0.,  0.]), 1.2013228554138407e-20, 1.0554444444444445e-24, 4.896666666666666, 1.600000000000001], '1500.0': [array([ 1.,  1.,  1., ...,  0.,  0.,  0.]), 1.4603389557797936e-20, 4.6954343089348924e-23, 4.716666666666666, 1.4666666666666672], '500.0': [array([ 1.,  1.,  1., ...,  0.,  0.,  0.]), 1.7891897674382976e-20, 9.4140749047063976e-23, 5.013333333333333, 1.833333333333334]}"
0.67,"{'5000.0': [array([ 1.,  1.,  1., ...,  0.,  0.,  0.]), 1.7944488211253861e-20, 2.5114834685067956e-24, 4.346666666666667, 1.3333333333333341], '3000.0': [array([ 1.,  1.,  1., ...,  0.,  0.,  0.]), 2.1315206428921419e-20, 0.0, 4.083333333333334, 1.1], '1000.0': [array([ 1.,  1.,  1., ...,  0.,  0.,  0.]), 2.4514407354561717e-20, 0.0, 3.873333333333333, 1.1], '4500.0': [array([ 1.,  1.,  1., ...,  0.,  0.,  0.]), 1.9382507302889234e-20, 0.0, 3.726666666666666, 1.0666666666666667], '3500.0': [array([ 1.,  1.,  1., ...,  0.,  0.,  0.]), 1.6285790068580851e-20, 4.5233333333333334e-25, 4.016666666666666, 1.2000000000000002], '2500.0': [array([ 1.,  1.,  1., ...,  0.,  0.,  0.]), 2.2254137157307385e-20, 0.0, 4.206666666666667, 1.1333333333333335], '2000.0': [array([ 1.,  1.,  1., ...,  0.,  0.,  0.]), 2.4008895439548452e-20, 0.0, 4.113333333333333, 1.0666666666666667], '4000.0': [array([ 1.,  1.,  1., ...,  0.,  0.,  0.]), 1.7758097999952764e-20, 3.7284211374736241e-24, 4.136666666666668, 1.266666666666667], '1500.0': [array([ 1.,  1.,  1., ...,  0.,  0.,  0.]), 2.0736956249700141e-20, 3.2677754470806956e-23, 4.053333333333334, 1.2000000000000002], '500.0': [array([ 1.,  1.,  1., ...,  0.,  0.,  0.]), 2.8913971849672929e-20, 1.7703454200460038e-23, 4.376666666666669, 1.433333333333334]}"
0.44,"{'5000.0': [array([ 1.,  1.,  1., ...,  0.,  0.,  0.]), 1.4405235657105042e-20, 0.0, 4.236666666666666, 1.1666666666666667], '3000.0': [array([ 1.,  1.,  1., ...,  0.,  0.,  0.]), 2.0219560904584007e-20, 7.9912222222222223e-24, 4.369999999999998, 1.433333333333334], '1000.0': [array([ 1.,  1.,  1., ...,  0.,  0.,  0.]), 2.3881617644906694e-20, 4.071e-24, 4.3533333333333335, 1.3000000000000007], '4500.0': [array([ 1.,  1.,  1., ...,  0.,  0.,  0.]), 1.9072837715309683e-20, 2.4426000000000003e-23, 4.246666666666666, 1.333333333333334], '3500.0': [array([ 1.,  1.,  1., ...,  0.,  0.,  0.]), 1.8338869639581654e-20, 2.9216142545294177e-23, 4.336666666666667, 1.4666666666666672], '2500.0': [array([ 1.,  1.,  1., ...,  0.,  0.,  0.]), 1.921719187324308e-20, 3.4604957718330956e-23, 4.26, 1.3666666666666674], '2000.0': [array([ 1.,  1.,  1., ...,  0.,  0.,  0.]), 1.8755745115588663e-20, 1.2062222222222222e-24, 4.38, 1.2000000000000004], '4000.0': [array([ 1.,  1.,  1., ...,  0.,  0.,  0.]), 1.737636891468088e-20, 6.0311111111111112e-25, 4.126666666666666, 1.1333333333333335], '1500.0': [array([ 1.,  1.,  1., ...,  0.,  0.,  0.]), 2.2506592119954659e-20, 1.0211865581918069e-23, 4.453333333333333, 1.333333333333334], '500.0': [array([ 1.,  1.,  1., ...,  0.,  0.,  0.]), 3.6420234754673421e-20, 5.007629158899723e-23, 4.636666666666667, 1.5666666666666675]}"
0.78,"{'5000.0': [array([ 1.,  1.,  1., ...,  0.,  0.,  0.]), 2.0369605429380907e-20, 0.0, 4.096666666666666, 1.1], '3000.0': [array([ 1.,  1.,  1., ...,  0.,  0.,  0.]), 2.2024511121416533e-20, 0.0, 3.8266666666666658, 1.1333333333333335], '1000.0': [array([ 1.,  1.,  1., ...,  0.,  0.,  0.]), 2.3374945746972579e-20, 1.6585555555555559e-24, 4.133333333333334, 1.2000000000000002], '4500.0': [array([ 1.,  1.,  1., ...,  0.,  0.,  0.]), 1.9430450584280791e-20, 0.0, 3.776666666666667, 1.166666666666667], '3500.0': [array([ 1.,  1.,  1., ...,  0.,  0.,  0.]), 2.1636548543572648e-20, 1.5077777777777778e-25, 3.8300000000000005, 1.0666666666666667], '2500.0': [array([ 1.,  1.,  1., ...,  0.,  0.,  0.]), 1.7361848582687034e-20, 5.0747056907290175e-24, 3.8833333333333333, 1.2666666666666673], '2000.0': [array([ 1.,  1.,  1., ...,  0.,  0.,  0.]), 2.2318660604166969e-20, 5.4280000000000015e-24, 3.893333333333333, 1.2000000000000004], '4000.0': [array([ 1.,  1.,  1., ...,  0.,  0.,  0.]), 2.0554663680300665e-20, 7.4978655819180686e-24, 4.213333333333334, 1.4333333333333338], '1500.0': [array([ 1.,  1.,  1., ...,  0.,  0.,  0.]), 1.6984503568972651e-20, 6.6342222222222238e-24, 4.086666666666667, 1.2000000000000004], '500.0': [array([ 1.,  1.,  1., ...,  0.,  0.,  0.]), 2.8422774195981319e-20, 1.5379333333333334e-23, 3.9999999999999996, 1.1666666666666667]}"
0.56,"{'5000.0': [array([ 1.,  1.,  1., ...,  0.,  0.,  0.]), 1.7815597538208303e-20, 4.7687116518049602e-24, 4.293333333333334, 1.3000000000000007], '3000.0': [array([ 1.,  1.,  1., ...,  0.,  0.,  0.]), 2.5660812907416345e-20, 7.538888888888889e-25, 4.710000000000001, 1.333333333333334], '1000.0': [array([ 1.,  1.,  1., ...,  0.,  0.,  0.]), 2.5521742886545069e-20, 8.553310026362513e-24, 4.33, 1.3333333333333335], '4500.0': [array([ 1.,  1.,  1., ...,  0.,  0.,  0.]), 1.7758018807645466e-20, 0.0, 3.983333333333333, 1.0666666666666667], '3500.0': [array([ 1.,  1.,  1., ...,  0.,  0.,  0.]), 2.2452415663787086e-20, 6.0311111111111112e-25, 4.213333333333332, 1.266666666666667], '2500.0': [array([ 1.,  1.,  1., ...,  0.,  0.,  0.]), 1.8214109840012198e-20, 0.0, 4.250000000000001, 1.1], '2000.0': [array([ 1.,  1.,  1., ...,  0.,  0.,  0.]), 1.8524316595712191e-20, 2.7140000000000008e-24, 4.093333333333333, 1.1333333333333335], '4000.0': [array([ 1.,  1.,  1., ...,  0.,  0.,  0.]), 1.7383473764488919e-20, 0.0, 4.066666666666667, 1.0999999999999999], '1500.0': [array([ 1.,  1.,  1., ...,  0.,  0.,  0.]), 2.4416131772739841e-20, 0.0, 4.063333333333334, 1.1], '500.0': [array([ 1.,  1.,  1., ...,  0.,  0.,  0.]), 2.6287281522548321e-20, 6.0311111111111112e-25, 4.146666666666667, 1.2333333333333336]}"
